107,3
45,3
86,3
70,3
60,3
58,3
64,3
108,3
57,3
99,3
55,3
67,3
113,3
71,3
86,3
84,3
48,3
62,3
54,3
58,3
70,3
77,3
64,3
91,3
76,3
63,3
61,3
77,3
74,3
108,3
98,3
45,3
51,3
103,3
57,3
102,3
70,3
85,3
49,3
62,3
60,3
43,3
47,3
91,3
67,3
58,3
43,3
64,3
68,3
59,3
94,3
66,3
106,3
48,3
64,3
113,3
67,3
64,3
69,3
57,3
70,3
61,3
69,3
71,3
87,3
99,3
83,3
86,3
75,3
49,3
55,3
72,3
64,3
65,3
55,3
58,3
61,3
49,3
49,3
75,3
79,3
51,3
67,3
83,3
42,3
73,3
73,3
80,3
57,3
50,3
48,3
104,3
42,3
43,3
56,3
44,3
73,3
63,3
61,3
93,3
55,3
55,3
66,3
79,3
55,3
66,3
51,3
88,3
97,3
77,3
71,3
94,3
101,3
73,3
93,3
52,3
63,3
92,3
87,3
43,3
59,3
97,3
133,3
79,3
55,3
84,3
93,3
59,3
67,3
64,3
54,3
70,3
56,3
67,3
69,3
66,3
48,3
87,3
60,3
51,3
71,3
99,3
58,3
65,3
72,3
88,3
70,3
61,3
104,3
114,3
66,3
58,3
60,3
72,3
54,3
83,3
48,3
97,3
120,3
92,3
60,3
57,3
66,3
67,3
51,3
58,3
56,3
66,3
85,3
49,3
63,3
46,3
72,3
107,3
76,3
54,3
113,3
59,3
53,3
71,3
103,3
78,3
41,3
55,3
42,3
81,3
42,3
55,3
89,3
51,3
86,3
44,3
121,3
42,3
110,3
81,3
57,3
45,3
52,3
79,3
62,3
125,3
55,3
67,3
59,3
60,3
92,3
112,3
94,3
69,3
103,3
55,3
62,3
50,3
113,3
102,3
56,3
120,3
104,3
75,3
50,3
59,3
103,3
67,3
72,3
66,3
127,3
113,3
60,3
117,3
87,3
52,3
144,3
61,3
59,3
82,3
47,3
105,3
65,3
57,3
64,3
85,3
56,3
59,3
74,3
90,3
62,3
77,3
79,3
97,3
67,3
86,3
69,3
48,3
51,3
60,3
60,3
40,3
64,3
101,3
66,3
76,3
49,3
48,3
80,3
59,3
56,3
50,3
61,3
68,3
45,3
75,3
101,3
71,3
50,3
108,3
68,3
116,3
50,3
59,3
48,3
48,3
64,3
82,3
62,3
67,3
51,3
63,3
72,3
62,3
63,3
68,3
57,3
51,3
97,3
52,3
56,3
52,3
65,3
97,3
57,3
46,3
58,3
71,3
120,3
63,3
59,3
81,3
66,3
86,3
82,3
60,3
52,3
56,3
53,3
93,3
77,3
111,3
68,3
55,3
53,3
52,3
98,3
79,3
58,3
100,3
70,3
64,3
52,3
57,3
99,3
68,3
57,3
77,3
57,3
62,3
43,3
73,3
70,3
61,3
49,3
46,3
111,3
62,3
59,3
52,3
60,3
62,3
56,3
65,3
99,3
72,3
79,3
58,3
71,3
74,3
60,3
76,3
82,3
48,3
43,3
88,3
104,3
73,3
77,3
65,3
66,3
72,3
55,3
48,3
50,3
48,3
40,3
105,3
76,3
81,3
76,3
66,3
75,3
87,3
59,3
80,3
89,3
66,3
89,3
50,3
95,3
100,3
66,3
48,3
94,3
59,3
59,3
60,3
56,3
47,3
64,3
82,3
78,3
76,3
86,3
87,3
51,3
79,3
86,3
77,3
116,3
92,3
53,3
75,3
58,3
63,3
83,3
53,3
76,3
62,3
56,3
53,3
108,3
70,3
70,3
66,3
126,3
76,3
48,3
68,3
53,3
54,3
77,3
63,3
77,3
77,3
67,3
47,3
103,3
63,3
100,3
77,3
62,3
60,3
48,3
82,3
106,3
53,3
96,3
47,3
60,3
49,3
69,3
57,3
43,3
89,3
56,3
75,3
47,3
51,3
56,3
52,3
47,3
68,3
48,3
55,3
75,3
50,3
73,3
72,3
58,3
61,3
48,3
71,3
46,3
93,3
54,3
74,3
56,3
51,3
72,3
63,3
67,3
59,3
51,3
97,3
101,3
118,3
91,3
88,3
65,3
49,3
107,3
67,3
96,3
80,3
93,3
81,3
59,3
74,3
62,3
60,3
91,3
45,3
66,3
68,3
43,3
47,3
60,3
84,3
68,3
56,3
86,3
60,3
66,3
62,3
111,3
58,3
55,3
61,3
76,3
95,3
53,3
42,3
105,3
83,3
46,3
53,3
125,3
94,3
64,3
46,3
55,3
58,3
59,3
101,3
81,3
62,3
54,3
87,3
59,3
99,3
49,3
92,3
64,3
75,3
61,3
60,3
117,3
65,3
57,3
43,3
71,3
56,3
58,3
85,3
62,3
68,3
54,3
62,3
61,3
68,3
82,3
55,3
49,3
58,3
45,3
91,3
103,3
46,3
69,3
91,3
68,3
91,3
79,3
46,3
70,3
49,3
56,3
69,3
55,3
71,3
47,3
90,3
47,3
77,3
61,3
46,3
59,3
70,3
82,3
70,3
56,3
65,3
62,3
53,3
67,3
100,3
77,3
55,3
104,3
61,3
72,3
83,3
68,3
61,3
97,3
54,3
75,3
67,3
38,3
100,3
174,3
70,3
39,3
105,3
42,3
93,3
41,3
43,3
64,3
86,3
57,3
116,3
104,3
49,3
64,3
78,3
69,3
43,3
54,3
58,3
63,3
85,3
85,3
68,3
112,3
101,3
111,3
74,3
61,3
96,3
42,3
49,3
60,3
65,3
99,3
67,3
46,3
59,3
66,3
61,3
56,3
78,3
80,3
46,3
49,3
62,3
63,3
58,3
104,3
65,3
74,3
51,3
68,3
79,3
110,3
43,3
77,3
75,3
72,3
59,3
55,3
52,3
65,3
91,3
68,3
63,3
48,3
63,3
60,3
58,3
82,3
77,3
79,3
52,3
68,3
57,3
112,3
59,3
58,3
45,3
57,3
69,3
80,3
49,3
96,3
108,3
69,3
61,3
62,3
49,3
50,3
80,3
67,3
49,3
50,3
64,3
49,3
48,3
74,3
95,3
104,3
72,3
73,3
77,3
61,3
103,3
57,3
59,3
51,3
69,3
86,3
83,3
71,3
42,3
49,3
45,3
116,3
99,3
70,3
62,3
97,3
50,3
46,3
79,3
108,3
59,3
107,3
69,3
62,3
56,3
65,3
58,3
52,3
61,3
63,3
83,3
46,3
56,3
66,3
69,3
52,3
92,3
87,3
50,3
65,3
64,3
47,3
74,3
54,3
47,3
94,3
56,3
42,3
113,3
63,3
50,3
81,3
59,3
59,3
66,3
74,3
70,3
95,3
51,3
93,3
83,3
51,3
68,3
59,3
62,3
80,3
46,3
82,3
43,3
72,3
81,3
63,3
51,3
61,3
56,3
92,3
48,3
68,3
50,3
64,3
79,3
67,3
